pollster,state,population,day,weighted_clinton,weighted_trump,samplesize_total,c-minus-t
Ipsos,Oklahoma,lv,2016-08-27,33.95190464093443,51.38036436013029,914.0,-17.428459719195857
Ipsos,Oklahoma,lv,2016-08-28,33.95190464093443,51.38036436013029,914.0,-17.428459719195857
Ipsos,Oklahoma,lv,2016-08-29,33.95190464093443,51.38036436013029,914.0,-17.428459719195857
Ipsos,Oklahoma,lv,2016-08-30,33.95190464093443,51.38036436013029,914.0,-17.428459719195857
Ipsos,Oklahoma,lv,2016-08-31,33.95190464093443,51.38036436013029,914.0,-17.428459719195857
Ipsos,Oklahoma,lv,2016-09-01,33.95190464093443,51.38036436013029,914.0,-17.428459719195857
Ipsos,Oklahoma,lv,2016-09-02,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-03,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-04,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-05,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-06,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-07,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-08,31.652574024423163,53.53071456667403,958.0,-21.878140542250865
Ipsos,Oklahoma,lv,2016-09-09,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-10,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-11,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-12,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-13,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-14,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-15,31.00542200929873,53.99868318896242,1015.0,-22.993261179663687
Ipsos,Oklahoma,lv,2016-09-16,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-17,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-18,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-19,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-20,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-21,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-22,31.447580935443618,53.96649278527291,1121.0,-22.518911849829294
Ipsos,Oklahoma,lv,2016-09-23,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-24,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-25,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-26,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-27,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-28,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-29,33.57739589339396,52.74327946217466,1221.0,-19.1658835687807
Ipsos,Oklahoma,lv,2016-09-30,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-01,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-02,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-03,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-04,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-05,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-06,35.089343109028626,51.91663685168235,1232.0,-16.827293742653723
Ipsos,Oklahoma,lv,2016-10-07,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-08,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-09,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-10,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-11,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-12,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-13,35.922738473778296,51.609278618487956,1184.0,-15.68654014470966
Ipsos,Oklahoma,lv,2016-10-14,33.73557801995734,54.73190069010429,1173.0,-20.996322670146952
Ipsos,Oklahoma,lv,2016-10-15,33.73557801995734,54.73190069010429,1173.0,-20.996322670146952
Ipsos,Oklahoma,lv,2016-10-16,33.73557801995734,54.73190069010429,1173.0,-20.996322670146952
Ipsos,Oklahoma,lv,2016-10-17,32.727127503023624,56.301605080082744,1605.0,-23.57447757705912
Ipsos,Oklahoma,lv,2016-10-18,32.727127503023624,56.301605080082744,1605.0,-23.57447757705912
Ipsos,Oklahoma,lv,2016-10-19,32.727127503023624,56.301605080082744,1605.0,-23.57447757705912
Ipsos,Oklahoma,lv,2016-10-20,32.727127503023624,56.301605080082744,1605.0,-23.57447757705912
Ipsos,Oklahoma,lv,2016-10-21,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-22,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-23,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-24,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-25,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-26,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-27,31.64653201345985,57.92323839888826,1224.0,-26.276706385428408
Ipsos,Oklahoma,lv,2016-10-28,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-10-29,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-10-30,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-10-31,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-11-01,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-11-02,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-11-03,29.76554808843811,60.53161202481797,853.0,-30.766063936379858
Ipsos,Oklahoma,lv,2016-11-04,29.85,60.78,432.0,-30.93
Ipsos,Oklahoma,lv,2016-11-05,29.85,60.78,432.0,-30.93
Ipsos,Oklahoma,lv,2016-11-06,29.85,60.78,432.0,-30.93
Ipsos,Oregon,lv,2016-07-29,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-07-30,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-07-31,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-08-01,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-08-02,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-08-03,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-08-04,43.38,39.05,444.0,4.330000000000005
Ipsos,Oregon,lv,2016-08-05,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-06,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-07,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-08,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-09,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-10,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-11,44.15639579007346,37.80474181721983,903.0,6.351653972853633
Ipsos,Oregon,lv,2016-08-12,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-13,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-14,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-15,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-16,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-17,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-18,44.20243034179203,38.242396454619005,1305.0,5.960033887173026
Ipsos,Oregon,lv,2016-08-19,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-20,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-21,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-22,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-23,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-24,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-25,45.355825396084526,36.86196627709276,1333.0,8.493859118991764
Ipsos,Oregon,lv,2016-08-26,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-08-27,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-08-28,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-08-29,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-08-30,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-08-31,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-09-01,45.09244527508367,38.38853881637717,1382.0,6.7039064587064985
Ipsos,Oregon,lv,2016-09-02,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-03,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-04,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-05,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-06,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-07,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-08,45.451389991435654,38.03456943613705,980.0,7.416820555298607
Ipsos,Oregon,lv,2016-09-09,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-10,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-11,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-12,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-13,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-14,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-15,43.93010309552285,41.140281662206476,889.0,2.7898214333163764
Ipsos,Oregon,lv,2016-09-16,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-17,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-18,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-19,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-20,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-21,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-22,46.10570659767005,39.44249029700295,817.0,6.663216300667102
Ipsos,Oregon,lv,2016-09-23,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-24,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-25,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-26,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-27,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-28,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-29,49.91223056302671,36.80388988694362,919.0,13.108340676083088
Ipsos,Oregon,lv,2016-09-30,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-01,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-02,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-03,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-04,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-05,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-06,48.09374236907903,36.78730939595268,1617.0,11.306432973126348
Ipsos,Oregon,lv,2016-10-07,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-08,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-09,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-10,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-11,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-12,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-13,46.482741919816014,37.33385793244068,1726.0,9.148883987375335
Ipsos,Oregon,lv,2016-10-14,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-15,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-16,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-17,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-18,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-19,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-20,46.27021044915129,37.460264894095914,1236.0,8.809945555055378
Ipsos,Oregon,lv,2016-10-21,46.48285860410059,37.74185913057615,1492.0,8.74099947352444
Ipsos,Oregon,lv,2016-10-22,46.48285860410059,37.74185913057615,1492.0,8.74099947352444
Ipsos,Oregon,lv,2016-10-23,46.48285860410059,37.74185913057615,1492.0,8.74099947352444
Ipsos,Oregon,lv,2016-10-24,46.5407575129463,37.570497746497175,1957.0,8.970259766449125
Ipsos,Oregon,lv,2016-10-25,46.5407575129463,37.570497746497175,1957.0,8.970259766449125
Ipsos,Oregon,lv,2016-10-26,46.5407575129463,37.570497746497175,1957.0,8.970259766449125
Ipsos,Oregon,lv,2016-10-27,46.5407575129463,37.570497746497175,1957.0,8.970259766449125
Ipsos,Oregon,lv,2016-10-28,46.647510779196686,37.52505904834147,1365.0,9.122451730855218
Ipsos,Oregon,lv,2016-10-29,46.647510779196686,37.52505904834147,1365.0,9.122451730855218
Ipsos,Oregon,lv,2016-10-30,46.647510779196686,37.52505904834147,1365.0,9.122451730855218
Ipsos,Oregon,lv,2016-10-31,46.647510779196686,37.52505904834147,1365.0,9.122451730855218
Ipsos,Oregon,lv,2016-11-01,46.647510779196686,37.52505904834147,1365.0,9.122451730855218
Ipsos,Oregon,lv,2016-11-02,46.647510779196686,37.52505904834147,1365.0,9.122451730855218
Ipsos,Oregon,lv,2016-11-03,46.73988030039152,37.58173818566875,919.0,9.158142114722772
Ipsos,Oregon,lv,2016-11-04,46.72,37.04,465.0,9.68
Ipsos,Oregon,lv,2016-11-05,46.72,37.04,465.0,9.68
Ipsos,Oregon,lv,2016-11-06,46.72,37.04,465.0,9.68
Ipsos,Pennsylvania,lv,2016-08-12,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-13,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-14,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-15,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-16,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-17,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-18,45.79,45.28,771.0,0.509999999999998
Ipsos,Pennsylvania,lv,2016-08-19,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-20,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-21,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-22,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-23,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-24,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-25,49.83,43.29,334.0,6.539999999999999
Ipsos,Pennsylvania,lv,2016-08-26,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-08-27,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-08-28,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-08-29,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-08-30,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-08-31,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-09-01,48.05,41.77,343.0,6.279999999999994
Ipsos,Pennsylvania,lv,2016-09-02,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-03,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-04,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-05,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-06,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-07,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-08,49.12,44.29,422.0,4.829999999999998
Ipsos,Pennsylvania,lv,2016-09-09,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-10,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-11,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-12,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-13,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-14,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-15,46.11,43.81,423.0,2.299999999999997
Ipsos,Pennsylvania,lv,2016-09-16,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-17,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-18,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-19,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-20,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-21,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-22,45.69,46.46,387.0,-0.7700000000000031
Ipsos,Pennsylvania,lv,2016-09-23,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-24,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-25,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-26,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-27,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-28,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-29,45.23,42.35,500.0,2.8799999999999955
Ipsos,Pennsylvania,lv,2016-09-30,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-01,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-02,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-03,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-04,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-05,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-06,49.34,42.79,468.0,6.550000000000004
Ipsos,Pennsylvania,lv,2016-10-07,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-08,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-09,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-10,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-11,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-12,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-13,46.13,41.91,1153.0,4.220000000000006
Ipsos,Pennsylvania,lv,2016-10-14,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-15,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-16,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-17,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-18,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-19,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-20,49.13,38.7,553.0,10.43
Ipsos,Pennsylvania,lv,2016-10-21,48.03,45.87,445.0,2.1600000000000037
Ipsos,Pennsylvania,lv,2016-10-22,48.03,45.87,445.0,2.1600000000000037
Ipsos,Pennsylvania,lv,2016-10-23,48.03,45.87,445.0,2.1600000000000037
Ipsos,Pennsylvania,lv,2016-10-24,48.03,45.87,445.0,2.1600000000000037
Ipsos,Pennsylvania,lv,2016-10-25,48.03,45.87,445.0,2.1600000000000037
Ipsos,Pennsylvania,lv,2016-10-26,48.03,45.87,445.0,2.1600000000000037
Ipsos,Pennsylvania,lv,2016-10-27,47.79318641465913,45.36548410079555,946.0,2.427702313863584
Ipsos,Pennsylvania,lv,2016-10-28,47.8576469039082,44.46844850289316,986.0,3.3891984010150367
Ipsos,Pennsylvania,lv,2016-10-29,47.8576469039082,44.46844850289316,986.0,3.3891984010150367
Ipsos,Pennsylvania,lv,2016-10-30,47.8576469039082,44.46844850289316,986.0,3.3891984010150367
Ipsos,Pennsylvania,lv,2016-10-31,47.97215128365123,44.70978064672959,1484.0,3.262370636921638
Ipsos,Pennsylvania,lv,2016-11-01,47.97215128365123,44.70978064672959,1484.0,3.262370636921638
Ipsos,Pennsylvania,lv,2016-11-02,47.97215128365123,44.70978064672959,1484.0,3.262370636921638
Ipsos,Pennsylvania,lv,2016-11-03,48.175165317503335,44.61880230257646,983.0,3.5563630149268732
Ipsos,Pennsylvania,lv,2016-11-04,48.2,45.19,498.0,3.010000000000005
Ipsos,Pennsylvania,lv,2016-11-05,48.2,45.19,498.0,3.010000000000005
Ipsos,Pennsylvania,lv,2016-11-06,48.2,45.19,498.0,3.010000000000005
Ipsos,South Carolina,lv,2016-07-29,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-07-30,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-07-31,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-08-01,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-08-02,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-08-03,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-08-04,41.09,50.04,288.0,-8.949999999999996
Ipsos,South Carolina,lv,2016-08-05,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-06,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-07,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-08,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-09,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-10,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-11,43.48306327289282,47.85436927296047,590.0,-4.371306000067648
Ipsos,South Carolina,lv,2016-08-12,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-13,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-14,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-15,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-16,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-17,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-18,44.03788382466566,47.950011909753265,889.0,-3.912128085087602
Ipsos,South Carolina,lv,2016-08-19,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
Ipsos,South Carolina,lv,2016-08-20,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
Ipsos,South Carolina,lv,2016-08-21,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
Ipsos,South Carolina,lv,2016-08-22,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
Ipsos,South Carolina,lv,2016-08-23,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
Ipsos,South Carolina,lv,2016-08-24,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
Ipsos,South Carolina,lv,2016-08-25,45.17004987562215,47.5890856135939,903.0,-2.419035737971754
