,Airfield,S2,Wait_Time,C_Start,C0,C_avg,Sch_Departure,Act_Departure,BFO_Dest_City,BFO_Destination_Country_Code,order,Pass_ID,Departure_Date,Departure_Time,Time_of_Day,Period_of_Week,Day_of_Week,Month,Season,Year
1787,SAF,2030-01-05 6:42,6,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972476,9875904,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1788,SAF,2030-01-05 6:43,7,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972477,9875912,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1789,SAF,2030-01-05 6:43,6,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972478,9875929,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1790,SAF,2030-01-05 6:44,6,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972479,9875940,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1791,SAF,2030-01-05 6:44,5,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972480,9875951,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1792,SAF,2030-01-05 6:47,9,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972481,9875953,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1793,SAF,2030-01-05 6:48,9,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972482,9875954,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1794,SAF,2030-01-05 6:50,11,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972483,9875963,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1795,SAF,2030-01-05 6:52,12,1,1,1,2030-01-05 10:14,2030-01-05 10:14,VES033,VES,9972485,9875971,2030-01-05,10:14:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1796,SAF,2030-01-05 6:52,13,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972486,9875972,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1797,SAF,2030-01-05 6:53,13,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972487,9875991,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1798,SAF,2030-01-05 6:54,13,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972488,9875995,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1799,SAF,2030-01-05 6:54,14,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972489,9875997,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1800,SAF,2030-01-05 6:55,14,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972490,9876000,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1801,SAF,2030-01-05 6:55,2,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972491,9876135,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1802,SAF,2030-01-05 6:56,15,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972492,9876001,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1803,SAF,2030-01-05 6:57,4,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972493,9876125,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1804,SAF,2030-01-05 6:57,4,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972494,9876124,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1805,SAF,2030-01-05 6:57,5,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972495,9876123,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1806,SAF,2030-01-05 7:00,18,1,1,1,2030-01-05 10:14,2030-01-05 10:14,VES033,VES,9972499,9876024,2030-01-05,10:14:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1807,SAF,2030-01-05 7:01,3,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972500,9876209,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1808,SAF,2030-01-05 7:01,3,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972501,9876207,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1809,SAF,2030-01-05 7:01,3,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972502,9876205,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1810,SAF,2030-01-05 7:02,20,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972506,9876028,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1811,SAF,2030-01-05 7:03,20,1,1,1,2030-01-05 10:14,2030-01-05 10:14,VES033,VES,9972507,9876030,2030-01-05,10:14:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1812,SAF,2030-01-05 7:04,20,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972508,9876041,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1813,SAF,2030-01-05 7:04,21,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972509,9876039,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1814,SAF,2030-01-05 7:04,19,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972510,9876065,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1815,SAF,2030-01-05 7:06,13,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972511,9876139,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1816,SAF,2030-01-05 7:06,NA,NA,1,NA,2030-01-05 10:14,2030-01-05 10:14,VES033,VES,9972512,9876338,2030-01-05,10:14:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1817,SAF,2030-01-05 7:07,12,1,1,1,2030-01-05 10:14,2030-01-05 10:14,VES033,VES,9972514,9876178,2030-01-05,10:14:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1818,SAF,2030-01-05 7:07,10,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972515,9876210,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1819,SAF,2030-01-05 7:08,10,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972516,9876211,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1820,SAF,2030-01-05 7:08,2,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972517,9876352,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1821,SAF,2030-01-05 7:09,2,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972518,9876353,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1822,SAF,2030-01-05 7:12,14,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972519,9876226,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1823,SAF,2030-01-05 7:12,6,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972520,9876365,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1824,SAF,2030-01-05 7:13,6,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972521,9876366,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1825,SAF,2030-01-05 7:13,6,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972522,9876363,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1826,SAF,2030-01-05 7:14,14,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972523,9876281,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1827,SAF,2030-01-05 7:15,5,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972524,9876439,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1828,SAF,2030-01-05 7:15,4,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972525,9876441,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1829,SAF,2030-01-05 7:15,NA,NA,1,NA,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972526,9876440,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1830,SAF,2030-01-05 7:18,3,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972528,9876514,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1831,SAF,2030-01-05 7:18,3,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972529,9876512,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1832,SAF,2030-01-05 7:19,19,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972530,9876293,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1833,SAF,2030-01-05 7:22,5,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972531,9876541,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1834,SAF,2030-01-05 7:22,5,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972532,9876540,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1835,SAF,2030-01-05 7:22,23,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972533,9876300,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1836,SAF,2030-01-05 7:23,23,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972534,9876304,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1837,SAF,2030-01-05 7:23,17,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972535,9876390,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1838,SAF,2030-01-05 7:23,18,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972536,9876382,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1839,SAF,2030-01-05 7:25,20,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972537,9876391,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1840,SAF,2030-01-05 7:25,19,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972538,9876393,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1841,SAF,2030-01-05 7:27,21,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972539,9876402,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1842,SAF,2030-01-05 7:28,23,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972540,9876400,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1843,SAF,2030-01-05 7:31,25,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972544,9876413,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1844,SAF,2030-01-05 7:32,1,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972545,9876747,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1845,SAF,2030-01-05 7:32,2,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972546,9876739,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1846,SAF,2030-01-05 7:32,2,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972547,9876745,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1847,SAF,2030-01-05 7:32,2,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972548,9876746,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1848,SAF,2030-01-05 7:33,25,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972549,9876454,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1849,SAF,2030-01-05 7:33,25,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972550,9876459,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1850,SAF,2030-01-05 7:33,25,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972551,9876460,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1851,SAF,2030-01-05 7:34,26,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972552,9876461,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1852,SAF,2030-01-05 7:35,24,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972553,9876498,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1853,SAF,2030-01-05 7:35,24,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972554,9876499,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1854,SAF,2030-01-05 7:36,24,1,1,1,2030-01-05 10:59,2030-01-05 10:59,QUE,BOR,9972555,9876509,2030-01-05,10:59:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1855,SAF,2030-01-05 7:36,17,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972556,9876623,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1856,SAF,2030-01-05 7:37,17,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972557,9876619,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1857,SAF,2030-01-05 7:38,14,1,1,1,2030-01-05 11:19,2030-01-05 11:18,VES033,VES,9972558,9876657,2030-01-05,11:18:00,2 - MORNING,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1858,SAF,2030-01-05 7:38,11,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972559,9876724,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1859,SAF,2030-01-05 7:39,4,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972560,9876808,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1860,SAF,2030-01-05 7:40,4,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972561,9876815,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1861,SAF,2030-01-05 7:43,NA,NA,1,NA,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972562,9876889,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1862,SAF,2030-01-05 7:45,2,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972563,9876899,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1863,SAF,2030-01-05 7:47,1,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972564,9876946,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1864,SAF,2030-01-05 7:48,2,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972565,9876955,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1865,SAF,2030-01-05 7:49,2,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972566,9876956,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1866,SAF,2030-01-05 7:50,2,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972567,9876966,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1867,SAF,2030-01-05 7:50,2,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972568,9876969,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1868,SAF,2030-01-05 7:50,3,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972569,9876977,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1869,SAF,2030-01-05 7:50,3,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972570,9876967,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1870,SAF,2030-01-05 7:53,4,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972571,9876993,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1871,SAF,2030-01-05 7:53,5,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972572,9876994,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1872,SAF,2030-01-05 7:54,4,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972573,9877026,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1873,SAF,2030-01-05 7:56,2,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972574,9877095,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1874,SAF,2030-01-05 7:57,2,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972575,9877126,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1875,SAF,2030-01-05 7:58,3,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972576,9877124,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1876,SAF,2030-01-05 7:59,1,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972577,9877163,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1877,SAF,2030-01-05 8:00,1,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972578,9877166,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1878,SAF,2030-01-05 8:01,2,1,1,1,2030-01-05 12:29,2030-01-05 12:29,AUC,BOR,9972579,9877178,2030-01-05,12:29:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1879,SAF,2030-01-05 8:07,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972580,9877249,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1880,SAF,2030-01-05 8:07,NA,NA,1,NA,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972581,9877260,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1881,SAF,2030-01-05 8:07,NA,NA,1,NA,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972582,9877265,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1882,SAF,2030-01-05 8:09,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972583,9877277,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1883,SAF,2030-01-05 8:12,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972584,9877324,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1884,SAF,2030-01-05 8:12,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972585,9877325,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1885,SAF,2030-01-05 8:12,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972586,9877326,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1886,SAF,2030-01-05 8:13,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972587,9877335,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1887,SAF,2030-01-05 8:13,NA,NA,1,NA,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972588,9877333,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1888,SAF,2030-01-05 8:14,NA,NA,1,NA,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972589,9877340,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1889,SAF,2030-01-05 8:15,NA,NA,1,NA,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972590,9877341,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1890,SAF,2030-01-05 8:16,3,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972591,9877359,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1891,SAF,2030-01-05 8:17,4,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972592,9877365,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1892,SAF,2030-01-05 8:18,5,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972593,9877379,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1893,SAF,2030-01-05 8:19,5,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972594,9877392,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1894,SAF,2030-01-05 8:19,6,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972595,9877383,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1895,SAF,2030-01-05 8:19,6,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972596,9877384,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1896,SAF,2030-01-05 8:20,5,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972597,9877393,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1897,SAF,2030-01-05 8:20,6,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972598,9877400,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1898,SAF,2030-01-05 8:21,7,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972599,9877402,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1899,SAF,2030-01-05 8:22,7,1,1,1,2030-01-05 13:04,2030-01-05 12:58,CWL,BOR,9972600,9877408,2030-01-05,12:58:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
1900,SAF,2030-01-05 8:23,8,1,1,1,2030-01-05 12:59,2030-01-05 12:59,VES064,VES,9972601,9877411,2030-01-05,12:59:00,3 - AFTERNOON,1 - WEEKDAY,6 - SAT,01-Jan,1 - WINTER,2030
