"","Airfield","Flight_ID","Sch_Departure","Act_Departure","Time_of_Day","Period_of_Week","Day_of_Week","Month","Season","Year","tot_pass","N","min","mean","median","max","mean_WTL","mean_City_Flag","mode_BFO_Dest_City","sum_city_mode","N_of_Dest_City","mode_BFO_Dest_Country_Code","sum_country_mode","N_of_Dest_Country","Delay_in_Seconds"
"2081","AUC",20175,1857294120,1857294120,"2 - MORNING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",48,45,1,4.08888888888889,3,13,0,0,"BORQUE",48,1,"BOR",48,1,0
"2082","AUC",20176,1857295860,1857295860,"2 - MORNING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",42,41,2,5.63414634146341,6,11,0,0,"BORCWL",42,1,"BOR",42,1,0
"2083","AUC",20177,1857297300,1857297300,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",46,43,1,5.41860465116279,5,11,0,0,"BORQUE",46,1,"BOR",46,1,0
"2084","AUC",20178,1857303660,1857303660,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",42,33,1,3.75757575757576,3,8,0,0,"VES064",42,1,"VES",42,1,0
"2085","AUC",20179,1857307080,1857307080,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",47,34,1,7.32352941176471,6.5,15,0,0,"BORQUE",47,1,"BOR",47,1,0
"2086","AUC",20180,1857307860,1857307860,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",47,42,1,7.30952380952381,7,15,0,0,"BORCWL",47,1,"BOR",47,1,0
"2087","AUC",20181,1857308400,1857308400,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",48,45,2,7.13333333333333,8,15,0,0,"BORQUE",48,1,"BOR",48,1,0
"2088","AUC",20182,1857308760,1857308760,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",38,33,2,8.09090909090909,8,15,0,0,"BORQUE",38,1,"BOR",38,1,0
"2089","AUC",20183,1857311460,1857312600,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",39,36,1,6,4.5,16,0,0,"BORCWL",39,1,"BOR",39,1,1140
"2090","AUC",20184,1857313500,1857313500,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",44,40,1,3.6,3,8,0,0,"BORQUE",44,1,"BOR",44,1,0
"2091","AUC",20185,1857315540,1857315540,"3 - AFTERNOON","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",50,48,1,3.79166666666667,4,8,0,0,"VES033",50,1,"VES",50,1,0
"2092","AUC",20186,1857322260,1857331440,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",26,20,2,3.2,3,7,0,0,"NEN003",26,1,"NEN",26,1,9180
"2093","AUC",20187,1857322380,1857322380,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",42,29,1,5,4,13,0,0,"BORQUE",42,1,"BOR",42,1,0
"2094","AUC",20188,1857322560,1857322560,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",125,83,1,4.20481927710843,4,12,0,0,"SCO032",125,1,"SCO",125,1,0
"2095","AUC",20189,1857324060,1857324960,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",31,22,1,7.13636363636364,7,20,0,0,"BORQUE",30,2,"BOR",30,2,900
"2096","AUC",20190,1857324660,1857326220,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",42,29,2,8.44827586206897,8,26,0,0,"BORQUE",42,1,"BOR",42,1,1560
"2097","AUC",20191,1857325620,1857327240,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",45,40,2,8.275,9,29,0,0,"VES033",45,1,"VES",45,1,1620
"2098","AUC",20192,1857326160,1857329880,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",38,22,2,11.0454545454545,7,32,0,0,"BORCWL",38,1,"BOR",38,1,3720
"2099","AUC",20193,1857326760,1857326760,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",43,36,1,9.08333333333333,5,29,0,0,"VES064",43,1,"VES",43,1,0
"2100","AUC",20194,1857327960,1857340260,"1 - NIGHT","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",40,31,1,10.1290322580645,5,31,0,0,"BORQUE",40,1,"BOR",40,1,12300
"2101","AUC",20195,1857327960,1857340800,"1 - NIGHT","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",1,1,2,2,2,2,0,0,"BORQUE",1,1,"BOR",1,1,12840
"2102","AUC",20196,1857332100,1857332100,"4 - EVENING","1 - WEEKDAY","3 - WED","11 - NOV","4 - AUTUMN","2028",41,30,1,3.93333333333333,3,15,0,0,"BORQUE",41,1,"BOR",41,1,0
"2103","AUC",20197,1857369960,1857369960,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",42,35,3,11.1428571428571,11,24,0,0,"BORQUE",42,1,"BOR",42,1,0
"2104","AUC",20198,1857370140,1857370140,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",43,43,3,13.7674418604651,14,25,0,0,"VES033",43,1,"VES",43,1,0
"2105","AUC",20199,1857371760,1857371760,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",20,8,17,20.25,19.5,23,0,0,"BORCWL",20,1,"BOR",20,1,0
"2106","AUC",20200,1857371760,1857372780,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",18,18,6,16.1111111111111,16,19,0,0,"BORCWL",18,1,"BOR",18,1,1020
"2107","AUC",20201,1857372000,1857372000,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",39,33,3,17.4242424242424,18,25,0,0,"BORQUE",39,1,"BOR",39,1,0
"2108","AUC",20202,1857372360,1857372360,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",44,34,13,18.6764705882353,18,26,0,0,"BORQUE",44,1,"BOR",44,1,0
"2109","AUC",20203,1857373560,1857373560,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",46,38,15,18.7894736842105,19,24,0,0,"VES064",42,2,"VES",42,2,0
"2110","AUC",20204,1857373560,1857374760,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",32,28,4,17.1071428571429,17.5,21,0,0,"BORQUE",32,1,"BOR",32,1,1200
"2111","AUC",20205,1857374760,1857374760,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",46,42,5,16.5714285714286,17,22,0,0,"BORCWL",46,1,"BOR",46,1,0
"2112","AUC",20206,1857377760,1857378060,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",12,11,2,5.90909090909091,4,19,0,0,"NEN003",12,1,"NEN",12,1,300
"2113","AUC",20207,1857380520,1857380520,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",41,37,3,6.91891891891892,7,11,0,0,"BORQUE",41,1,"BOR",41,1,0
"2114","AUC",20208,1857381060,1857382080,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",123,113,2,6.61061946902655,6,19,0,0,"BORSAF",123,1,"BOR",123,1,1020
"2115","AUC",20209,1857382260,1857382260,"2 - MORNING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",45,42,4,8.64285714285714,9,14,0,0,"BORCWL",45,1,"BOR",45,1,0
"2116","AUC",20210,1857383700,1857383700,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",40,38,2,6.89473684210526,7,17,0,0,"BORQUE",40,1,"BOR",40,1,0
"2117","AUC",20211,1857387780,1857387780,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",45,43,1,3.6046511627907,3,8,0,0,"VES033",45,1,"VES",45,1,0
"2118","AUC",20212,1857390060,1857390060,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",45,42,2,8.09523809523809,8,17,0,0,"VES064",45,1,"VES",45,1,0
"2119","AUC",20213,1857393480,1857393480,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",33,29,2,6.68965517241379,7,13,0,0,"BORQUE",33,1,"BOR",33,1,0
"2120","AUC",20214,1857394260,1857394260,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",44,41,1,5.82926829268293,6,12,0,0,"BORCWL",44,1,"BOR",44,1,0
"2121","AUC",20215,1857394800,1857394800,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",44,41,4,7.63414634146341,7,15,0,0,"BORQUE",44,1,"BOR",44,1,0
"2122","AUC",20216,1857395160,1857395160,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",41,39,1,6.41025641025641,6,12,0,0,"BORQUE",41,1,"BOR",41,1,0
"2123","AUC",20217,1857397860,1857398520,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",46,46,3,6.6304347826087,6,11,0,0,"BORCWL",46,1,"BOR",46,1,660
"2124","AUC",20218,1857399900,1857400920,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",46,46,2,6.3695652173913,7,12,0,0,"BORQUE",46,1,"BOR",46,1,1020
"2125","AUC",20219,1857401940,1857402360,"3 - AFTERNOON","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",39,37,1,4.54054054054054,3,10,0,0,"VES033",39,1,"VES",39,1,420
"2126","AUC",20220,1857408660,1857408960,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",26,24,1,3.20833333333333,3,9,0,0,"NEN003",26,1,"NEN",26,1,300
"2127","AUC",20221,1857408780,1857408780,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",47,43,1,2.3953488372093,2,6,0,0,"BORQUE",47,1,"BOR",47,1,0
"2128","AUC",20222,1857410460,1857410460,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",28,26,1,3.38461538461538,3,13,0,0,"BORQUE",28,1,"BOR",28,1,0
"2129","AUC",20223,1857411060,1857413280,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",39,35,1,4.82857142857143,4,13,0,0,"BORQUE",39,1,"BOR",39,1,2220
"2130","AUC",20224,1857411960,1857412920,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",115,107,1,5.48598130841121,4,18,0,0,"BORSAF",115,1,"BOR",115,1,960
"2131","AUC",20225,1857412020,1857415860,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",36,23,1,5.21739130434783,3,15,0,0,"VES033",36,1,"VES",36,1,3840
"2132","AUC",20226,1857412560,1857413520,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",40,30,1,7.13333333333333,5,16,0,0,"BORCWL",40,1,"BOR",40,1,960
"2133","AUC",20227,1857413160,1857413160,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",44,38,1,6.84210526315789,4.5,21,0,0,"VES064",44,1,"VES",44,1,0
"2134","AUC",20228,1857414360,1857414360,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",41,29,1,9.89655172413793,11,17,0,0,"BORQUE",41,1,"BOR",41,1,0
"2135","AUC",20229,1857418500,1857420060,"4 - EVENING","1 - WEEKDAY","4 - THU","11 - NOV","4 - AUTUMN","2028",39,28,1,2.28571428571429,2,5,0,0,"BORQUE",38,2,"BOR",38,2,1560
"2136","AUC",20230,1857456360,1857456360,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",42,26,2,5.61538461538461,6,9,0,0,"VES033",42,1,"VES",42,1,0
"2137","AUC",20231,1857458520,1857458520,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",42,38,2,6.55263157894737,7.5,10,0,0,"BORQUE",42,1,"BOR",42,1,0
"2138","AUC",20232,1857458760,1857458760,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",43,40,2,6.975,7,14,0,0,"BORQUE",43,1,"BOR",43,1,0
"2139","AUC",20233,1857459960,1857459960,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",34,29,2,7,6,14,0,0,"VES064",34,1,"VES",34,1,0
"2140","AUC",20234,1857461160,1857461160,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",40,32,1,7.84375,7.5,14,0,0,"BORCWL",40,1,"BOR",40,1,0
"2141","AUC",20235,1857464160,1857464340,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",19,18,1,4.38888888888889,2,12,0,0,"NEN003",19,1,"NEN",19,1,180
"2142","AUC",20236,1857467580,1857467580,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",46,40,1,7.55,3,22,0,0,"BORQUE",46,1,"BOR",46,1,0
"2143","AUC",20237,1857468660,1857468660,"2 - MORNING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",43,38,1,12.1578947368421,12.5,23,0,0,"BORCWL",43,1,"BOR",43,1,0
"2144","AUC",20238,1857470100,1857470100,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",48,47,1,7.40425531914894,5,21,0,0,"BORQUE",48,1,"BOR",48,1,0
"2145","AUC",20239,1857476460,1857476460,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",48,47,1,3.27659574468085,3,17,0,0,"VES064",48,1,"VES",48,1,0
"2146","AUC",20240,1857479880,1857479880,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",42,37,2,17.2432432432432,16,36,0,0,"BORQUE",42,1,"BOR",42,1,0
"2147","AUC",20241,1857480660,1857480660,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",40,32,1,15.84375,14,31,0,0,"BORCWL",40,1,"BOR",40,1,0
"2148","AUC",20242,1857481380,1857481380,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",49,42,1,9.88095238095238,8.5,27,0,0,"BORQUE",49,1,"BOR",49,1,0
"2149","AUC",20243,1857481560,1857481560,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",39,32,1,17.03125,16,33,0,0,"BORQUE",39,1,"BOR",39,1,0
"2150","AUC",20244,1857484260,1857484260,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",43,42,1,5.78571428571429,5,11,0,0,"BORCWL",43,1,"BOR",43,1,0
"2151","AUC",20245,1857486300,1857486300,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",48,48,1,4.02083333333333,3,24,0,0,"BORQUE",48,1,"BOR",48,1,0
"2152","AUC",20246,1857488160,1857488160,"3 - AFTERNOON","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",38,32,1,2.96875,3,13,0,0,"VES033",38,1,"VES",38,1,0
"2153","AUC",20247,1857495360,1857495840,"4 - EVENING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",120,68,1,2.38235294117647,2,4,0,0,"SCO032",120,1,"SCO",120,1,480
"2154","AUC",20248,1857497460,1857497580,"4 - EVENING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",26,12,1,2.75,3,4,0,0,"BORQUE",26,1,"BOR",26,1,120
"2155","AUC",20249,1857500760,1857500760,"4 - EVENING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",40,34,1,2.20588235294118,2,4,0,0,"BORQUE",40,1,"BOR",40,1,0
"2156","AUC",20250,1857504300,1857504300,"4 - EVENING","1 - WEEKDAY","5 - FRI","11 - NOV","4 - AUTUMN","2028",44,38,1,2.42105263157895,2,4,0,0,"BORQUE",44,1,"BOR",44,1,0
"2157","AUC",20251,1857542940,1857542940,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",45,41,1,7.17073170731707,5,15,0,0,"VES033",45,1,"VES",45,1,0
"2158","AUC",20252,1857544200,1857544200,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",43,39,2,5.84615384615385,4,15,0,0,"BORQUE",42,2,"BOR",42,2,0
"2159","AUC",20253,1857544200,1857544560,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",14,14,3,5.57142857142857,5,8,0,0,"BORQUE",13,2,"BOR",13,2,360
"2160","AUC",20254,1857545160,1857545160,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",42,40,1,4.95,5,10,0,0,"BORQUE",42,1,"BOR",42,1,0
"2161","AUC",20255,1857546360,1857546360,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",47,44,1,5.15909090909091,4.5,10,0,0,"VES064",41,2,"VES",41,2,0
"2162","AUC",20256,1857546360,1857547800,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",19,18,2,5.38888888888889,6,9,0,0,"BORQUE",19,1,"BOR",19,1,1440
"2163","AUC",20257,1857547560,1857547560,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",40,34,1,6.35294117647059,7,12,0,0,"BORCWL",40,1,"BOR",40,1,0
"2164","AUC",20258,1857553260,1857553260,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",41,38,1,3.10526315789474,3,7,0,0,"BORQUE",41,1,"BOR",41,1,0
"2165","AUC",20259,1857555060,1857555060,"2 - MORNING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",42,33,1,3.3030303030303,3,6,0,0,"BORCWL",42,1,"BOR",42,1,0
"2166","AUC",20260,1857556800,1857556800,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",42,39,1,2.58974358974359,3,5,0,0,"BORQUE",42,1,"BOR",42,1,0
"2167","AUC",20261,1857561060,1857561060,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",45,43,1,3.48837209302326,3,7,0,0,"VES033",45,1,"VES",45,1,0
"2168","AUC",20262,1857562860,1857562860,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",44,37,1,3.59459459459459,3,10,0,0,"VES064",44,1,"VES",44,1,0
"2169","AUC",20263,1857566280,1857566280,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",45,41,1,8.02439024390244,6,17,0,0,"BORQUE",45,1,"BOR",45,1,0
"2170","AUC",20264,1857566700,1857566700,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",46,40,1,9.775,10,19,0,0,"BORQUE",46,1,"BOR",46,1,0
"2171","AUC",20265,1857567060,1857567060,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",44,40,2,11.3,11,19,0,0,"BORCWL",44,1,"BOR",44,1,0
"2172","AUC",20266,1857567960,1857567960,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",42,38,2,10.3684210526316,11,19,0,0,"BORQUE",42,1,"BOR",42,1,0
"2173","AUC",20267,1857570660,1857571020,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",50,49,2,4.53061224489796,4,14,0,0,"BORCWL",50,1,"BOR",50,1,360
"2174","AUC",20268,1857572940,1857572940,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",46,44,1,3.97727272727273,4,10,0,0,"BORQUE",46,1,"BOR",46,1,0
"2175","AUC",20269,1857574740,1857574740,"3 - AFTERNOON","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",46,45,1,2.97777777777778,3,7,0,0,"VES033",46,1,"VES",46,1,0
"2176","AUC",20270,1857581460,1857581760,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",14,10,1,4.2,3,8,0,0,"NEN003",14,1,"NEN",14,1,300
"2177","AUC",20271,1857581460,1857583560,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",53,30,1,5.1,4.5,10,0,0,"BORQUE",53,1,"BOR",53,1,2100
"2178","AUC",20272,1857583260,1857587760,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",9,6,4,5.5,5.5,8,0,0,"BORQUE",9,1,"BOR",9,1,4500
"2179","AUC",20273,1857583860,1857583860,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",17,7,2,3.71428571428571,4,5,0,0,"BORQUE",17,1,"BOR",17,1,0
"2180","AUC",20274,1857584520,1857584520,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",29,13,2,3.76923076923077,3,8,0,0,"VES033",29,1,"VES",29,1,0
"2181","AUC",20275,1857584760,1857585480,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",109,54,1,4.59259259259259,4,13,0,0,"SCO032",109,1,"SCO",109,1,720
"2182","AUC",20276,1857584760,1857588360,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",100,48,2,4.27083333333333,4,11,0,0,"BORSAF",100,1,"BOR",100,1,3600
"2183","AUC",20277,1857585360,1857586140,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",26,8,3,5.375,5,11,0,0,"BORCWL",26,1,"BOR",26,1,780
"2184","AUC",20278,1857585960,1857585960,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",22,8,3,4.375,3,9,0,0,"VES064",22,1,"VES",22,1,0
"2185","AUC",20279,1857587160,1857589260,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",44,30,1,4.46666666666667,4,6,0,0,"BORQUE",44,1,"BOR",44,1,2100
"2186","AUC",20280,1857591300,1857594060,"4 - EVENING","2 - WEEKEND","6 - SAT","11 - NOV","4 - AUTUMN","2028",26,21,1,2.57142857142857,2,6,0,0,"BORQUE",26,1,"BOR",26,1,2760
"2187","AUC",20281,1857629160,1857635940,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",15,12,1,3.33333333333333,3.5,5,0,0,"BORQUE",15,1,"BOR",15,1,6780
"2188","AUC",20282,1857629340,1857629340,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",41,27,1,3.11111111111111,3,5,0,0,"VES033",41,1,"VES",41,1,0
"2189","AUC",20283,1857630960,1857630960,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",15,14,1,2.5,2,6,0,0,"BORCWL",15,1,"BOR",15,1,0
"2190","AUC",20284,1857630960,1857633660,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",7,7,2,3.71428571428571,3,9,0,0,"BORCWL",7,1,"BOR",7,1,2700
"2191","AUC",20285,1857631200,1857631200,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",45,38,1,3.10526315789474,3,5,0,0,"BORQUE",45,1,"BOR",45,1,0
"2192","AUC",20286,1857631560,1857631560,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",48,42,1,3.61904761904762,3,10,0,0,"BORQUE",48,1,"BOR",48,1,0
"2193","AUC",20287,1857632760,1857632760,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",33,30,2,4.03333333333333,3,10,0,0,"VES064",26,2,"VES",26,2,0
"2194","AUC",20288,1857632760,1857635340,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",15,15,2,5.73333333333333,7,10,0,0,"BORQUE",15,1,"BOR",15,1,2580
"2195","AUC",20289,1857633960,1857633960,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",47,40,2,4.625,4,11,0,0,"BORCWL",47,1,"BOR",47,1,0
"2196","AUC",20290,1857636960,1857637020,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",4,3,1,2,2,3,0,0,"NEN003",4,1,"NEN",4,1,60
"2197","AUC",20291,1857639720,1857639720,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",44,42,1,3.54761904761905,2,10,0,0,"BORQUE",44,1,"BOR",44,1,0
"2198","AUC",20292,1857641460,1857641460,"2 - MORNING","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",39,30,2,4.96666666666667,5,8,0,0,"BORCWL",39,1,"BOR",39,1,0
"2199","AUC",20293,1857642900,1857642900,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",42,40,1,3.925,4,8,0,0,"BORQUE",42,1,"BOR",42,1,0
"2200","AUC",20294,1857646980,1857651540,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",39,37,1,2.32432432432432,2,6,0,0,"VES033",39,1,"VES",39,1,4560
"2201","AUC",20295,1857649260,1857649260,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",25,20,1,2.3,2.5,4,0,0,"VES064",25,1,"VES",25,1,0
"2202","AUC",20296,1857652260,1857652560,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",1,0,NA,NA,NA,NA,0,0,"BOR030",1,1,"BOR",1,1,300
"2203","AUC",20297,1857652680,1857652680,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",33,32,2,5.0625,3,15,0,0,"BORQUE",33,1,"BOR",33,1,0
"2204","AUC",20298,1857653460,1857653460,"3 - AFTERNOON","2 - WEEKEND","7 - SUN","11 - NOV","4 - AUTUMN","2028",43,41,2,6.80487804878049,7,13,0,0,"BORCWL",43,1,"BOR",43,1,0
